open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-04-27,18.9,18.92,18.74,18.26,38648.9,-0.06,-0.32,18.928,19.734,20.227,30313.66,57801.68,74410.77,0.97
2017-04-26,18.85,19.0,18.8,18.55,23559.97,0.05,0.27,19.08,20.003,20.275,38185.12,61679.75,73416.7,0.59
2017-04-25,18.88,19.05,18.75,18.7,22038.9,0.03,0.16,19.366,20.264,20.323,54719.11,73599.1,74169.97,0.55
2017-04-24,19.58,19.58,18.72,18.7,40010.66,-0.91,-4.64,19.91,20.455,20.384,72634.6,80182.86,75464.71,1.0
2017-04-21,19.49,19.74,19.63,19.38,27309.89,0.13,0.67,20.334,20.656,20.423,75731.12,92458.68,76179.26,0.68
2017-04-20,20.07,20.16,19.5,19.21,78006.18,-0.73,-3.61,20.54,20.884,20.436,85289.69,106521.93,76621.6,1.95
2017-04-19,21.3,21.53,20.23,20.0,106229.9,-1.24,-5.78,20.926,21.015,20.478,85174.38,105260.47,74207.09,2.66
2017-04-18,20.61,21.78,21.47,20.52,111616.35,0.63,3.02,21.162,21.091,20.49,92479.1,105878.03,70155.9,2.79
2017-04-17,20.67,21.54,20.84,20.43,55493.28,0.18,0.87,21.0,20.912,20.438,87731.13,97161.98,66386.62,1.39
2017-04-14,21.21,21.42,20.66,20.51,75102.73,-0.77,-3.59,20.978,20.819,20.424,109186.24,96331.39,65465.99,1.88
2017-04-13,21.3,21.8,21.43,21.02,77429.64,0.02,0.09,21.228,20.72,20.42,127754.18,91019.87,62905.07,1.94
2017-04-12,20.26,22.66,21.41,20.26,142753.48,0.75,3.63,21.104,20.547,20.393,125346.56,85153.65,61126.92,3.57
2017-04-11,20.36,20.86,20.66,20.03,87876.53,-0.07,-0.34,21.02,20.382,20.362,119276.96,74740.85,57773.72,2.2
2017-04-10,21.3,21.4,20.73,19.72,162768.84,-1.18,-5.39,20.824,20.312,20.384,106592.83,70746.56,55004.98,4.07
2017-04-07,20.81,22.36,21.91,20.81,167942.41,1.1,5.29,20.66,20.189,20.394,83476.54,59899.84,48080.14,4.2
2017-04-06,21.0,21.26,20.81,20.65,65391.54,-0.18,-0.86,20.212,19.987,20.354,54285.56,46721.27,41696.39,1.64
2017-04-05,19.73,21.58,20.99,19.73,112405.49,1.31,6.66,19.99,19.94,20.384,44960.74,43153.71,41229.95,2.81
2017-03-31,19.9,19.96,19.68,19.61,24455.88,-0.23,-1.16,19.744,19.889,20.433,30204.73,34433.77,37545.6,0.61
2017-03-30,19.68,20.17,19.91,19.63,47187.37,0.24,1.22,19.8,19.963,20.546,34900.28,35611.26,38420.16,1.18
2017-03-29,19.8,19.94,19.67,19.56,21987.51,-0.03,-0.15,19.718,20.029,20.64,36323.14,34600.59,37756.29,0.55
2017-03-28,19.78,19.84,19.7,19.54,18767.43,-0.06,-0.3,19.762,20.12,20.761,39156.98,34790.27,40967.3,0.47
2017-03-27,19.91,20.27,19.76,19.64,38625.45,-0.2,-1.0,19.89,20.239,20.857,41346.67,37100.19,41329.02,0.97
2017-03-24,19.5,20.17,19.96,19.35,47933.66,0.46,2.36,20.034,20.341,20.946,38662.81,40806.59,41544.03,1.2
2017-03-23,19.88,20.16,19.5,19.28,54301.64,-0.39,-1.96,20.126,20.456,21.044,36322.24,39263.4,43102.93,1.36
2017-03-22,20.19,20.24,19.89,19.88,36156.71,-0.45,-2.21,20.34,20.599,21.18,32878.04,36260.45,48828.04,0.9
2017-03-21,20.47,20.55,20.34,20.18,29715.91,-0.14,-0.68,20.478,20.72,21.23,30423.55,36671.51,50373.81,0.74
2017-03-20,20.4,20.62,20.48,20.21,25206.15,0.06,0.29,20.588,20.827,21.279,32853.71,39306.2,51493.61,0.63
2017-03-17,20.6,20.78,20.42,20.32,36230.77,-0.15,-0.73,20.648,20.977,21.335,42950.37,40657.43,52187.37,0.91
2017-03-16,20.6,20.78,20.57,20.5,37080.64,-0.01,-0.05,20.786,21.129,21.393,42204.56,41229.05,54401.23,0.93
2017-03-15,20.8,20.87,20.58,20.57,23884.3,-0.31,-1.48,20.858,21.251,21.482,39642.87,40912.0,58083.68,0.6
2017-03-14,20.52,21.2,20.89,20.52,41866.68,0.11,0.53,20.962,21.401,21.542,42919.46,47144.33,63559.12,1.05
2017-03-13,20.92,20.99,20.78,20.0,75689.44,-0.33,-1.56,21.066,21.475,21.559,45758.7,45557.85,65607.36,1.89
2017-03-10,20.96,21.29,21.11,20.89,32501.76,0.18,0.86,21.306,21.55,21.56,38364.5,42281.47,64701.4,0.81
2017-03-09,21.17,21.19,20.93,20.84,24272.15,-0.17,-0.81,21.472,21.632,21.527,40253.54,46942.45,64996.0,0.61
2017-03-08,21.3,21.38,21.1,21.02,40267.26,-0.31,-1.45,21.644,21.761,21.514,42181.14,61395.62,65864.4,1.01
2017-03-07,21.88,21.94,21.41,21.3,56062.87,-0.57,-2.59,21.84,21.739,21.491,51369.2,64076.12,67235.25,1.4
2017-03-06,22.13,22.2,21.98,21.75,38718.44,0.04,0.18,21.884,21.731,21.465,45357.01,63681.03,70162.43,0.97
2017-03-03,21.79,22.44,21.94,21.68,41946.99,0.15,0.69,21.794,21.692,21.389,46198.44,63717.32,73408.04,1.05
2017-03-02,22.0,22.08,21.79,21.71,33910.13,-0.29,-1.31,21.792,21.657,21.25,53631.36,67573.4,71724.44,0.85
2017-03-01,21.61,22.48,22.08,21.61,86207.58,0.45,2.08,21.878,21.713,21.12,80610.11,75255.36,70608.28,2.16
2017-02-28,21.52,21.87,21.63,21.52,26001.91,0.1,0.46,21.638,21.683,20.974,76783.04,79973.9,66824.08,0.65
2017-02-27,21.82,21.93,21.53,21.5,42925.61,-0.4,-1.82,21.578,21.643,20.848,82005.04,85656.86,66126.39,1.07
2017-02-24,22.08,22.18,21.93,21.61,79111.58,-0.29,-1.3,21.59,21.569,20.729,81236.19,87121.34,64559.61,1.98
2017-02-23,20.99,22.82,22.22,20.89,168803.86,1.34,6.42,21.522,21.421,20.589,81515.44,83049.55,61646.35,4.22
2017-02-22,21.35,21.39,20.88,20.73,67072.25,-0.45,-2.11,21.548,21.266,20.409,69900.6,70333.17,54293.51,1.68
2017-02-21,21.7,21.7,21.33,21.22,52111.92,-0.26,-1.2,21.728,21.243,20.298,83164.76,70394.37,51850.11,1.3
2017-02-20,21.46,21.8,21.59,21.3,39081.32,0.0,0.0,21.708,21.199,20.164,89308.67,76643.83,50400.44,0.98
2017-02-17,22.17,22.26,21.59,21.42,80507.85,-0.76,-3.4,21.548,21.085,20.008,93006.49,83098.76,51114.63,2.01
2017-02-16,21.57,22.38,22.35,21.5,110729.67,0.57,2.62,21.32,20.843,19.926,84583.65,75875.47,48522.38,2.77
2017-02-15,21.5,22.29,21.78,21.3,133393.03,0.55,2.59,20.984,20.527,19.829,70765.74,65961.21,45763.99,3.34
2017-02-14,20.75,21.49,21.23,20.7,82831.5,0.44,2.12,20.758,20.265,19.742,57623.98,53674.25,40894.18,2.07
2017-02-13,20.38,20.98,20.79,20.27,57570.38,0.34,1.66,20.69,20.053,19.691,63978.98,46595.91,38408.63,1.44
2017-02-10,20.72,20.81,20.45,20.42,38393.69,-0.22,-1.06,20.622,19.889,19.671,73191.03,41997.88,38265.58,0.96
2017-02-09,20.52,20.82,20.67,20.42,41640.09,0.02,0.1,20.366,19.756,19.658,67167.29,40243.14,40213.55,1.04
2017-02-08,20.55,21.1,20.65,20.3,67684.26,-0.24,-1.15,20.07,19.552,19.628,61156.68,38253.84,41939.04,1.69
2017-02-07,19.97,21.2,20.89,19.68,114606.5,0.44,2.15,19.772,19.352,19.584,49724.52,33305.85,40615.63,2.87
2017-02-06,19.35,21.09,20.45,19.35,103630.6,1.28,6.68,19.416,19.128,19.513,29212.84,24157.05,36400.21,2.59
2017-02-03,19.13,19.28,19.17,18.81,8275.0,-0.02,-0.1,19.156,18.93,19.458,10804.74,19130.51,34051.54,0.21
2017-01-26,19.3,19.37,19.19,19.09,11587.02,0.03,0.16,19.146,19.009,19.492,13319.0,21169.29,37379.5,0.29
2017-01-25,19.15,19.24,19.16,19.07,10523.48,0.05,0.26,19.034,19.13,19.503,15351.01,25566.77,38630.63,0.26
2017-01-24,19.29,19.44,19.11,19.01,12048.09,-0.04,-0.21,18.932,19.219,19.52,16887.18,28114.1,40994.3,0.3
2017-01-23,19.11,19.36,19.15,19.06,11590.1,0.03,0.16,18.84,19.328,19.559,19101.27,30221.35,43046.08,0.29
2017-01-20,18.63,19.2,19.12,18.56,20846.31,0.49,2.63,18.704,19.453,19.594,27456.28,34533.27,46854.69,0.52
2017-01-19,18.67,18.88,18.63,18.48,21747.06,-0.02,-0.11,18.872,19.56,19.659,29019.59,40183.96,53335.91,0.54
2017-01-18,18.65,18.99,18.65,18.48,18204.36,0.0,0.0,19.226,19.703,19.655,35782.54,45624.24,54168.37,0.46
2017-01-17,18.51,18.88,18.65,18.0,23118.5,0.18,0.97,19.506,19.815,19.642,39341.01,47925.41,54687.31,0.58
2017-01-16,19.95,19.95,18.47,17.96,53365.19,-1.49,-7.46,19.816,19.898,19.636,41341.43,48643.36,55075.25,1.34
2017-01-13,20.26,20.49,19.96,19.82,28662.83,-0.44,-2.16,20.202,19.986,19.636,41610.25,48972.56,54759.24,0.72
2017-01-12,20.05,20.83,20.4,20.05,55561.81,0.35,1.75,20.248,19.974,19.562,51348.33,53589.71,56335.69,1.39
2017-01-11,20.31,20.34,20.05,20.02,35996.74,-0.15,-0.74,20.18,19.875,19.444,55465.94,51694.48,57653.44,0.9
2017-01-10,20.22,20.45,20.2,20.06,33120.56,-0.2,-0.98,20.124,19.821,19.364,56509.8,53874.5,62432.88,0.83
2017-01-09,20.38,20.56,20.4,19.75,54709.33,0.21,1.04,19.98,19.79,19.305,55945.29,55870.8,65193.66,1.37
2017-01-06,20.0,20.5,20.19,19.97,77353.22,0.13,0.65,19.77,19.734,19.255,56334.87,59176.11,68468.46,1.94
2017-01-05,19.78,20.4,20.06,19.47,76149.86,0.29,1.47,19.7,19.757,19.291,55831.08,66487.87,66605.56,2.61
2017-01-04,19.44,19.96,19.77,19.39,41216.04,0.29,1.49,19.57,19.607,19.353,47923.03,62712.51,64093.56,1.41
2017-01-03,19.4,19.68,19.48,19.3,30298.01,0.13,0.67,19.518,19.468,19.413,51239.2,61449.2,64113.79,1.04
2016-12-30,19.6,19.99,19.35,19.31,56657.23,-0.49,-2.47,19.6,19.373,19.499,55796.32,61507.13,64550.3,1.42
2016-12-29,19.38,20.43,19.84,19.15,74834.28,0.43,2.21,19.698,19.286,19.585,62017.34,60545.93,64838.78,1.87
2016-12-28,19.59,19.73,19.41,19.37,36609.58,-0.1,-0.51,19.814,19.15,19.667,77144.65,59081.67,63934.34,0.92
2016-12-27,19.68,19.87,19.51,19.46,57796.91,-0.38,-1.91,19.644,19.013,19.771,77501.98,63612.39,67975.44,1.45
2016-12-26,19.81,19.9,19.89,19.0,53083.59,0.05,0.25,19.418,18.906,19.939,71659.2,70991.25,74598.25,1.33
2016-12-23,20.46,20.48,19.84,19.7,87762.36,-0.58,-2.84,19.146,18.819,20.214,67217.95,74516.51,76881.48,2.2
2016-12-22,18.5,20.42,20.42,18.45,150470.83,1.86,10.02,18.874,18.775,20.455,59074.51,77760.81,74734.64,3.77
2016-12-21,18.49,18.62,18.56,18.2,38396.23,0.18,0.98,18.486,18.824,20.652,41018.68,66723.25,71374.35,0.96
2016-12-20,18.45,18.48,18.38,18.2,28583.0,-0.15,-0.81,18.382,19.098,20.979,49722.8,65474.61,74833.89,0.72
2016-12-19,18.5,18.68,18.53,18.35,30877.32,0.05,0.27,18.394,19.358,21.308,70323.3,66778.38,79041.32,0.77
2016-12-16,18.53,18.85,18.48,18.45,47045.17,0.0,0.0,18.492,19.625,21.604,81815.08,67593.47,83580.19,1.18
2016-12-15,17.98,18.86,18.48,17.88,60191.69,0.44,2.44,18.676,19.884,21.903,96447.11,69131.63,86520.48,1.51
2016-12-14,18.11,18.5,18.04,17.55,81916.83,-0.4,-2.17,19.162,20.184,22.132,92427.81,68787.02,85714.37,2.05
2016-12-13,19.04,19.15,18.44,17.18,131585.48,-0.58,-3.05,19.814,20.528,22.395,81226.42,72338.49,84516.06,3.29
2016-12-12,19.48,19.92,19.02,18.98,88336.21,-0.38,-1.96,20.322,20.971,22.633,63233.47,78205.25,83376.12,2.21
2016-12-09,20.91,20.99,19.4,19.37,120205.35,-1.51,-7.22,20.758,21.609,22.837,53371.87,79246.45,84240.71,3.01
2016-12-08,21.3,21.39,20.91,20.85,40095.18,-0.39,-1.83,21.092,22.134,23.062,41816.15,71708.47,83446.9,1.0
2016-12-07,21.14,21.32,21.3,20.82,25909.87,0.32,1.52,21.206,22.479,23.23,45146.22,76025.45,88985.58,0.65
2016-12-06,21.18,21.38,20.98,20.85,41620.73,-0.22,-1.04,21.242,22.86,23.359,63450.56,84193.17,92539.81,1.04
2016-12-05,20.85,21.38,21.2,20.82,39028.21,0.14,0.67,21.62,23.258,23.511,93177.02,91304.25,95251.12,0.98
2016-12-02,21.58,21.59,21.07,20.75,62426.78,-0.38,-1.77,22.46,23.582,23.656,105121.04,99566.91,100852.01,1.56
2016-12-01,21.5,21.7,21.48,21.17,56745.53,0.01,0.05,23.176,23.921,23.765,101600.78,103909.33,105290.4,1.42
2016-11-30,22.21,22.37,21.48,21.14,117431.54,-1.39,-6.08,23.752,24.079,23.785,106904.67,102641.72,105654.87,2.94
2016-11-29,25.0,25.1,22.87,22.87,190253.05,-2.54,-10.0,24.478,24.261,23.76,104935.77,96693.62,101556.52,4.76
2016-11-16,24.5,25.52,25.4,24.5,98748.28,0.76,3.08,24.896,24.294,23.678,89431.47,88546.99,93340.74,2.47
2016-11-15,24.36,24.98,24.65,24.15,44825.48,0.32,1.31,24.704,24.064,23.47,94012.78,89234.97,89960.4,1.12
2016-11-14,25.22,25.23,24.36,24.15,83265.02,-0.75,-2.99,24.666,23.989,23.304,106217.88,95185.34,89652.02,2.08
2016-11-11,24.9,25.3,25.11,24.5,107587.03,0.15,0.6,24.406,23.98,23.135,98378.77,101945.72,87931.19,2.69
2016-11-10,24.48,25.4,24.96,24.23,112731.55,0.54,2.21,24.044,23.858,22.967,88451.48,100886.46,85490.95,2.82
2016-11-09,24.4,24.79,24.44,23.63,121654.84,-0.03,-0.12,23.692,23.764,22.832,87662.5,99197.99,81887.8,3.04
2016-11-08,23.17,24.5,24.46,22.95,105850.97,1.41,6.12,23.424,23.73,22.741,84457.15,102137.11,80998.53,2.65
2016-11-07,23.11,23.39,23.06,22.84,44069.47,-0.33,-1.41,23.312,23.609,22.637,84152.81,106671.47,79616.43,1.1
2016-11-04,23.17,23.65,23.3,22.8,57950.55,0.09,0.39,23.554,23.491,22.571,105512.66,108668.03,80235.56,1.45
2016-11-03,23.16,23.51,23.2,22.65,108786.66,0.13,0.56,23.672,23.258,22.486,113321.44,106419.41,79787.09,2.72
2016-11-02,23.8,23.99,23.1,23.0,105628.11,-0.78,-3.27,23.836,23.061,22.391,110733.47,98134.5,78653.5,2.64
2016-11-01,24.1,24.6,23.9,23.63,104329.24,-0.35,-1.44,24.036,22.876,22.279,119817.06,90685.84,78151.13,2.61
2016-10-31,23.78,24.75,24.27,23.51,150868.73,0.38,1.59,23.906,22.619,22.078,129190.13,84118.69,75081.12,3.78
2016-10-28,24.1,24.2,23.89,23.05,96994.48,-0.15,-0.62,23.428,22.29,21.829,111823.39,73916.66,73016.45,2.43
2016-10-27,23.89,24.28,24.02,23.89,95846.8,-0.08,-0.33,22.844,22.076,21.694,99517.38,70095.45,70979.59,2.4
2016-10-26,23.25,24.56,24.1,22.8,151046.05,0.86,3.7,22.286,21.899,21.546,85535.53,64577.62,69375.01,3.78
2016-10-25,21.61,23.58,23.25,21.61,151194.61,1.37,6.26,21.716,21.752,21.387,61554.62,59859.95,63998.56,3.78
2016-10-24,21.15,21.98,21.88,21.04,64035.03,0.91,4.34,21.332,21.664,21.264,39047.25,52561.39,61276.05,1.6
2016-10-21,21.15,21.34,20.97,20.78,35464.4,-0.26,-1.23,21.152,21.651,21.228,36009.93,51803.09,62688.67,0.89
2016-10-20,21.25,21.4,21.23,21.08,25937.57,0.04,0.19,21.308,21.714,21.275,40673.52,53154.78,62463.35,0.65
2016-10-19,21.35,21.56,21.25,21.09,31141.48,-0.07,-0.33,21.512,21.72,21.309,43619.72,59172.49,64212.86,0.78
2016-10-18,21.14,21.35,21.33,20.81,38657.79,0.33,1.57,21.788,21.681,21.343,58165.29,65616.42,68310.29,0.97
2016-10-17,21.99,22.09,20.98,20.96,48848.43,-0.77,-3.54,21.996,21.536,21.431,66075.53,66043.55,75505.4,1.22
2016-10-14,22.2,22.2,21.75,21.48,58782.33,-0.49,-2.2,22.15,21.368,21.594,67596.25,72116.23,79871.47,1.47
2016-10-13,22.43,22.75,22.25,22.13,40668.55,-0.39,-1.72,22.12,21.312,21.731,65636.04,71863.74,88363.74,1.02
2016-10-12,22.3,23.25,22.63,22.12,103869.33,0.26,1.16,21.928,21.193,21.768,74725.26,74172.39,93140.56,2.6
2016-10-11,21.59,22.47,22.37,21.59,78209.0,0.61,2.8,21.574,21.022,21.775,73067.55,68137.18,93372.0,1.96
2016-10-10,21.9,21.9,21.75,21.11,56452.05,0.18,0.83,21.076,20.864,21.799,66011.57,69990.7,101160.38,1.41
2016-09-30,21.19,21.75,21.6,21.13,48981.25,0.31,1.46,20.586,20.804,21.855,76636.22,73574.24,111266.67,1.23
2016-09-29,20.85,21.85,21.29,20.56,86114.68,0.43,2.06,20.504,20.836,21.813,78091.44,71771.93,109938.59,2.16
2016-09-28,19.88,20.98,20.86,19.71,95580.75,0.98,4.93,20.458,20.897,21.784,73619.52,69253.23,107749.35,2.39
2016-09-27,19.3,19.9,19.88,19.29,42929.14,0.59,3.06,20.47,21.005,21.795,63206.81,71004.17,105560.66,1.07
2016-09-26,21.03,21.1,19.3,19.19,109575.26,-1.89,-8.92,20.652,21.325,21.888,73969.82,84967.25,105106.99,2.74
2016-09-23,21.06,21.53,21.19,20.8,56257.38,0.13,0.62,21.022,21.82,22.011,70512.26,87626.72,102171.52,1.93
2016-09-22,20.95,21.5,21.06,20.94,63755.07,0.13,0.62,21.168,22.149,22.053,65452.41,104863.74,103074.72,2.18
2016-09-21,20.78,20.96,20.92,20.62,43517.18,0.12,0.58,21.336,22.342,22.077,64886.94,112108.73,102700.67,1.49
2016-09-20,21.16,21.31,20.79,20.44,96744.23,-0.35,-1.66,21.54,22.528,22.14,78801.53,118606.82,103774.32,3.31
2016-09-19,21.95,22.1,21.15,21.1,92287.46,-0.8,-3.65,21.998,22.734,22.207,95964.67,132330.06,103940.68,3.16
2016-09-14,21.8,22.06,21.92,21.6,30958.12,0.0,0.0,22.618,22.905,22.279,104741.17,148959.11,107169.56,1.06
2016-09-13,22.1,22.3,21.9,21.58,60927.69,-0.03,-0.14,23.13,22.79,22.303,144275.06,148105.25,112482.09,2.09
2016-09-12,22.5,22.77,21.94,21.5,113090.14,-1.06,-4.61,23.348,22.67,22.348,159330.53,146245.48,118961.45,3.87
2016-09-09,23.92,24.06,23.08,22.6,182559.94,-1.14,-4.71,23.516,22.585,22.35,158412.12,140117.16,120647.63,6.25
2016-09-08,24.8,24.8,24.25,23.81,136169.94,-0.24,-0.98,23.47,22.451,22.263,168695.44,125246.74,115658.48,4.66
2016-09-07,23.2,24.94,24.48,23.0,228627.59,1.49,6.48,23.192,22.201,22.093,193177.05,116716.33,112294.72,7.83
2016-09-06,22.74,24.07,22.99,22.74,136205.03,0.23,1.01,22.45,21.956,21.919,151935.44,101285.71,104605.53,4.66
2016-09-05,22.57,23.48,22.78,22.57,108498.1,-0.07,-0.31,21.992,21.811,21.855,133160.42,93292.61,103590.2,3.71
2016-09-02,22.33,23.8,22.85,22.33,233976.56,0.0,0.0,21.654,21.752,21.773,121822.2,88941.81,102333.38,8.01
2016-09-01,20.85,22.86,22.86,20.75,258577.98,2.08,10.01,21.432,21.679,21.713,81798.03,75551.31,97176.78,8.85
2016-08-31,20.92,20.94,20.77,20.65,22419.51,0.07,0.34,21.21,21.653,21.665,40255.61,65380.0,90520.76,0.77
2016-08-30,21.12,21.3,20.7,20.61,42329.96,-0.39,-1.85,21.462,21.816,21.735,50635.99,76858.93,98996.66,1.45
2016-08-29,21.87,21.87,21.09,21.0,51807.0,-0.67,-3.08,21.63,22.025,21.74,53424.79,91677.43,105053.36,1.77
2016-08-26,21.79,21.95,21.74,21.61,33855.69,-0.02,-0.09,21.85,22.115,21.708,56061.41,101178.1,107785.28,1.16
2016-08-25,21.8,22.03,21.75,21.53,50865.89,-0.26,-1.18,21.926,22.075,21.658,69304.58,106070.22,112279.59,1.74
2016-08-24,21.88,22.38,22.03,21.75,74321.39,0.49,2.27,22.096,21.985,21.627,90504.39,107873.1,119053.29,2.54
2016-08-23,22.41,22.41,21.54,21.38,56274.0,-0.66,-2.97,22.17,21.882,21.659,103081.87,107925.36,130838.66,1.93
2016-08-22,22.08,22.4,22.19,21.8,64990.1,0.0,0.0,22.42,21.898,21.663,129930.07,113887.79,137326.92,2.22
2016-08-19,22.6,22.6,22.12,21.99,100071.53,-0.57,-2.51,22.38,21.793,21.653,146294.79,115724.95,144255.63,3.43
2016-08-18,22.41,23.04,22.6,22.22,156864.94,0.23,1.03,22.224,21.747,21.545,142835.86,118802.26,146158.88,5.37
2016-08-17,22.51,22.78,22.4,21.83,137208.8,-0.38,-1.67,21.874,21.677,21.37,125241.81,115661.52,146652.25,4.7
2016-08-16,21.81,23.0,22.79,21.81,190514.98,0.8,3.64,21.594,21.653,21.173,112768.84,121134.38,142950.65,6.52
2016-08-15,21.6,22.38,21.99,21.18,146813.69,0.65,3.05,21.376,21.454,20.934,97845.51,118429.3,135559.48,5.03
2016-08-12,20.77,21.6,21.34,20.71,82776.91,0.53,2.55,21.206,21.301,20.75,85155.12,114392.45,131203.14,2.83
2016-08-11,21.09,21.25,20.85,20.77,68894.68,-0.16,-0.76,21.27,21.24,20.599,94768.66,118488.95,132369.09,2.36
2016-08-10,21.44,21.5,21.0,20.98,74843.92,-0.68,-3.14,21.48,21.269,20.44,106081.23,130233.48,131321.54,2.56
2016-08-09,21.14,21.7,21.7,20.8,115898.33,0.54,2.55,21.712,21.436,20.271,129499.93,153751.96,130282.63,3.97
2016-08-08,21.41,21.55,21.14,20.8,83361.75,-0.52,-2.4,21.532,21.428,20.065,139013.09,160766.04,128541.96,2.85
2016-08-05,22.15,22.7,21.66,21.55,130844.6,-0.26,-1.19,21.396,21.512,19.905,143629.78,172786.32,129085.94,4.48
2016-08-04,21.79,22.0,21.9,21.31,125457.57,-0.23,-1.04,21.21,21.342,19.745,142209.25,173515.5,132014.14,4.29
2016-08-03,21.0,22.45,22.16,20.51,191937.39,1.39,6.69,21.058,21.062,19.583,154385.73,177642.97,128179.09,6.57
2016-08-02,20.55,21.12,20.8,20.17,163464.12,0.38,1.86,21.16,20.693,19.323,178003.99,164766.92,118640.13,5.6
2016-08-01,20.37,21.22,20.46,20.03,106445.22,-0.23,-1.11,21.324,20.413,19.054,182519.0,152689.66,111697.72,3.64
2016-07-29,20.92,21.74,20.73,20.52,123741.96,-0.39,-1.85,21.628,20.198,18.793,201942.85,148013.83,107654.54,4.24
2016-07-28,21.98,22.14,21.14,20.85,186339.94,-1.52,-6.71,21.474,19.957,18.494,204821.74,146249.24,102737.66,6.38
2016-07-27,21.82,23.35,22.67,21.3,310028.69,1.07,4.95,21.066,19.61,18.187,200900.22,132409.6,94574.0,10.61
2016-07-26,22.15,22.78,21.62,21.2,186039.19,-0.36,-1.64,20.226,19.106,17.818,151529.85,106813.3,80121.39,6.37
2016-07-25,20.17,21.98,21.98,20.0,203564.47,2.0,10.01,19.502,18.701,17.524,122860.31,96317.88,72766.96,6.97
2016-07-22,19.41,20.8,19.96,18.82,138136.42,0.87,4.56,18.768,18.298,17.196,94084.82,85385.57,64171.52,4.73
2016-07-21,18.31,19.53,19.1,18.25,166732.31,0.63,3.41,18.44,18.147,16.958,87676.73,90512.78,60718.19,5.71
2016-07-20,18.17,18.73,18.47,18.09,63176.86,0.48,2.67,18.154,18.103,16.809,63918.98,78715.21,57355.27,2.16
2016-07-19,18.3,18.3,18.0,17.9,42691.51,-0.31,-1.69,17.986,17.952,16.644,62096.75,72513.33,56652.86,1.46
2016-07-18,18.0,18.52,18.31,18.0,59686.98,-0.01,-0.06,17.9,17.694,16.464,69775.44,70705.78,56000.3,2.04
2016-07-15,17.69,18.79,18.32,17.69,106095.98,0.64,3.62,17.828,17.387,16.249,76686.32,67295.25,54712.63,3.63
2016-07-14,17.6,17.73,17.67,17.21,47943.58,0.04,0.23,17.854,17.03,16.076,93348.84,59226.09,51174.21,1.64
2016-07-13,17.88,17.89,17.63,17.53,54065.69,0.05,0.28,18.052,16.764,15.945,93511.43,56738.41,51577.09,1.85
2016-07-12,17.82,17.95,17.57,17.05,81084.98,-0.38,-2.12,17.918,16.529,15.901,82929.92,53429.48,51259.01,2.78
2016-07-11,18.0,18.5,17.95,17.71,94241.36,-0.52,-2.81,17.488,16.347,15.831,71636.11,49216.05,49125.79,3.23
2016-07-08,19.5,19.5,18.45,18.15,189408.58,-0.21,-1.12,16.946,16.094,15.758,57904.18,42957.48,46387.27,6.48
2016-07-07,18.66,18.66,18.66,18.41,48756.55,1.7,10.02,16.206,15.768,15.639,25103.33,30923.6,38378.63,1.67
2016-07-06,16.96,16.96,16.96,16.96,1158.12,1.54,9.99,15.476,15.514,15.505,19965.38,35995.34,38266.72,0.04
2016-03-15,15.24,15.51,15.42,15.12,24615.96,0.18,1.18,15.14,15.336,15.463,23929.04,40792.39,40814.65,0.84
2016-03-14,15.02,15.55,15.24,15.02,25581.68,0.5,3.39,15.206,15.234,15.473,26795.98,41294.81,41075.53,0.88
2016-03-11,14.97,14.97,14.75,14.49,25404.35,-0.26,-1.73,15.242,15.111,15.463,28010.79,42130.01,41207.64,0.87
2016-03-10,15.25,15.41,15.01,15.01,23066.78,-0.26,-1.7,15.33,15.121,15.491,36743.87,43122.33,41836.92,0.79
2016-03-09,15.48,15.6,15.28,15.15,20976.41,-0.47,-2.98,15.552,15.126,15.498,52025.3,46415.77,42688.1,0.72
2016-03-08,15.5,15.77,15.75,14.8,38950.69,0.28,1.81,15.532,15.272,15.457,57655.74,49088.54,42748.5,1.33
2016-03-07,15.17,15.75,15.42,15.17,31655.71,0.25,1.65,15.262,15.315,15.397,55793.65,49035.54,42909.74,1.08
2016-03-04,15.84,16.15,15.19,15.0,69069.78,-0.92,-5.71,14.98,15.421,15.331,56249.24,49817.06,42683.49,2.36
2016-03-03,15.1,16.71,16.12,15.1,99473.9,0.93,6.12,14.912,15.51,15.27,49500.78,45833.66,41144.0,3.4
2016-03-02,14.4,15.2,15.18,14.36,49128.62,0.77,5.34,14.7,15.496,15.142,40806.25,40538.11,37521.07,1.68
2016-03-01,14.02,14.6,14.4,14.02,29640.23,0.38,2.71,15.012,15.589,15.083,40521.34,40836.92,37091.56,1.01
2016-02-29,14.82,14.93,14.01,13.8,33933.66,-0.86,-5.78,15.368,15.711,15.089,42277.42,40856.24,37507.06,1.16
2016-02-26,15.15,15.39,14.85,14.31,35327.51,-0.21,-1.39,15.862,15.815,15.184,43384.88,40285.26,37425.58,1.21
2016-02-25,16.5,16.61,15.06,15.06,56001.21,-1.67,-9.98,16.108,15.86,15.22,42166.54,40551.51,36923.42,1.92
2016-02-24,15.98,16.75,16.74,15.83,47704.09,0.56,3.46,16.292,15.869,15.237,40269.97,38960.43,36390.4,1.63
2016-02-23,16.56,16.58,16.18,15.7,38420.64,-0.29,-1.76,16.166,15.642,15.2,41152.5,36408.46,36212.09,1.32
